,srch_id,prop_id,score
10,1,56050.0,0.03476272248439848
8,1,50162.0,0.031244421782706196
27,1,134992.0,0.02779851320234666
16,1,74045.0,0.026579475043947826
23,1,99484.0,0.026579475043947826
4,1,24194.0,0.022390950666380013
12,1,61934.0,0.022390950666380013
13,1,63894.0,0.022390950666380013
15,1,73666.0,0.022390950666380013
21,1,94729.0,0.022390950666380013
24,1,123675.0,0.022390950666380013
5,1,28181.0,0.02113523754627661
9,1,54937.0,0.02113523754627661
28,1,139162.0,0.02075456176008643
2,1,14142.0,0.020142620560086408
6,1,34263.0,0.020142620560086408
7,1,37567.0,0.020142620560086408
11,1,61632.0,0.020142620560086408
19,1,89466.0,0.020142620560086408
20,1,90385.0,0.020142620560086408
22,1,95031.0,0.020142620560086408
26,1,128871.0,0.020142620560086408
18,1,82231.0,0.018279593210414388
17,1,78599.0,0.01750885769226431
25,1,128085.0,0.015658178402693866
3,1,22393.0,0.015637146246514737
0,1,3180.0,0.011842738726552969
1,1,5543.0,0.011842738726552969
14,1,72090.0,0.011842738726552969
117,10,123801.0,0.03798241388221278
116,10,109983.0,0.033658234929166614
97,10,31281.0,0.022074000730376152
112,10,92193.0,0.02113523754627661
104,10,59466.0,0.01750885769226431
118,10,129263.0,0.01750885769226431
113,10,94138.0,0.017366125111985042
100,10,39517.0,0.016570094508164768
115,10,103583.0,0.015954096182518595
98,10,37420.0,0.015637146246514737
107,10,79561.0,0.015637146246514737
93,10,1147.0,0.014698383062415192
94,10,10987.0,0.014698383062415192
99,10,37616.0,0.014698383062415192
108,10,80396.0,0.014698383062415192
109,10,83789.0,0.014698383062415192
110,10,84447.0,0.014698383062415192
114,10,101198.0,0.014698383062415192
105,10,62403.0,0.01304206063505798
101,10,40475.0,0.011842738726552969
103,10,56573.0,0.011842738726552969
111,10,90052.0,0.0109845302633654
96,10,23777.0,0.009114120798657295
119,10,136210.0,0.008136035335114838
95,10,11203.0,0.006264323889365258
106,10,78989.0,0.006264323889365258
102,10,43662.0,-0.009508622519223731
1688,100,52363.0,0.006286453857787512
1681,100,11341.0,0.005000114519661041
1684,100,39343.0,0.005000114519661041
1685,100,39486.0,0.005000114519661041
1687,100,44616.0,0.005000114519661041
1689,100,74783.0,0.005000114519661041
1695,100,128621.0,0.005000114519661041
1682,100,22569.0,0.0017213108196756717
1686,100,40495.0,-0.0034382452347409284
1691,100,96850.0,-0.004113273910090383
1692,100,110405.0,-0.004113273910090383
1694,100,124898.0,-0.004113273910090383
1683,100,36344.0,-0.01008203137294704
1690,100,84924.0,-0.01008203137294704
1693,100,110439.0,-0.01008203137294704
15342,1001,118908.0,0.03768127626656762
15333,1001,63794.0,0.03129968141794797
15339,1001,109544.0,0.031244421782706196
15328,1001,38345.0,0.018279593210414388
15325,1001,26548.0,0.01696015424012467
15335,1001,74892.0,0.015637146246514737
15345,1001,133227.0,0.015228154495499593
15331,1001,55817.0,0.014698383062415192
15346,1001,135941.0,0.014698383062415192
15337,1001,91315.0,0.014006356099855347
15340,1001,110402.0,0.01304206063505798
15347,1001,136686.0,0.01304206063505798
15327,1001,33764.0,0.012602038584349029
15343,1001,123377.0,0.011842738726552969
15330,1001,50912.0,0.010954917384940553
15332,1001,62593.0,0.010954917384940553
15338,1001,105300.0,0.01062782512185434
15324,1001,13297.0,0.009114120798657295
15334,1001,68723.0,0.00868394497928234
15336,1001,77275.0,0.006596801729164914
15341,1001,117787.0,0.006596801729164914
15344,1001,132906.0,0.0032183204696500907
15326,1001,27040.0,-0.0076369110734741535
15329,1001,41001.0,-0.0076369110734741535
15358,1002,40048.0,0.03908583987730598
15378,1002,124778.0,0.030411679097483917
15349,1002,7377.0,0.024992549369349054
15369,1002,86989.0,0.022475197737628166
15363,1002,62031.0,0.022390950666380013
15371,1002,88616.0,0.022280932384720842
15379,1002,128155.0,0.022280932384720842
15374,1002,112324.0,0.021329571039343825
15350,1002,7895.0,0.021294835286681742
15352,1002,19150.0,0.021294835286681742
15368,1002,84341.0,0.021294835286681742
15362,1002,57125.0,0.021071511696090294
15361,1002,49928.0,0.020142620560086408
15365,1002,64620.0,0.020142620560086408
15376,1002,122248.0,0.020142620560086408
15366,1002,75147.0,0.01920769203656432
15348,1002,3775.0,0.018279593210414388
15357,1002,38758.0,0.018279593210414388
15367,1002,75795.0,0.01824339657176695
15380,1002,134288.0,0.01824339657176695
15372,1002,107028.0,0.016156253321649525
15356,1002,38064.0,0.015954096182518595
15370,1002,87256.0,0.015954096182518595
15353,1002,31962.0,0.015637146246514737
15377,1002,123584.0,0.015637146246514737
15351,1002,14024.0,0.013885280915991307
15354,1002,33067.0,0.011842738726552969
15375,1002,113402.0,0.011842738726552969
15364,1002,63604.0,0.011798137665873884
15355,1002,33509.0,0.0057793822095188315
15360,1002,42171.0,0.0057793822095188315
15373,1002,109877.0,0.0057793822095188315
15359,1002,41400.0,0.001445064889082542
15389,1003,66339.0,0.05008207299221485
15391,1003,94634.0,0.03297479370858742
15396,1003,125832.0,0.03275255357857618
15385,1003,39286.0,0.026506253692546104
15393,1003,112383.0,0.023293038888774986
15381,1003,3579.0,0.022390950666380013
15383,1003,28325.0,0.021294835286681742
15388,1003,64873.0,0.01696015424012467
15382,1003,20241.0,0.016156253321649525
15386,1003,44960.0,0.015637146246514737
15387,1003,52558.0,0.015637146246514737
15384,1003,38840.0,0.015228154495499593
15397,1003,138229.0,0.015228154495499593
15392,1003,101884.0,0.013885280915991307
15394,1003,121081.0,0.012443745289616687
15390,1003,93342.0,0.011842738726552969
15395,1003,123157.0,-0.0033270098033739907
15421,1004,97652.0,0.03449205453359629
15429,1004,139246.0,0.03373998175083995
15405,1004,28215.0,0.030380697077630664
15403,1004,26916.0,0.025171055975155864
15423,1004,113592.0,0.0224226493527072
15402,1004,26562.0,0.02159609303689767
15406,1004,30157.0,0.02159609303689767
15425,1004,124731.0,0.02159609303689767
15427,1004,129629.0,0.02159609303689767
15400,1004,5644.0,0.02017283969787692
15407,1004,30759.0,0.02017283969787692
15424,1004,124366.0,0.02017283969787692
15399,1004,3223.0,0.017484735580932043
15408,1004,31012.0,0.017484735580932043
15411,1004,39597.0,0.017484735580932043
15416,1004,67364.0,0.017484735580932043
15426,1004,126468.0,0.017484735580932043
15409,1004,31570.0,0.01685834154042785
15418,1004,72414.0,0.015159238553036252
15415,1004,60243.0,0.012701178373226677
15413,1004,47587.0,0.010848996586002572
15428,1004,129825.0,0.008761853335885146
15412,1004,46963.0,0.008299584809983758
15404,1004,27088.0,0.005710414620970352
15419,1004,74996.0,0.004180459785754324
15398,1004,2144.0,0.0034394422153121384
15401,1004,5896.0,0.0034394422153121384
15414,1004,48323.0,0.0034394422153121384
15417,1004,68736.0,0.0034394422153121384
15420,1004,88919.0,0.0034394422153121384
15422,1004,98207.0,0.0034394422153121384
15410,1004,38782.0,0.001352298965194712
15440,1007,110456.0,0.017703123045171635
15434,1007,39707.0,0.01750885769226431
15444,1007,140796.0,0.01750885769226431
15436,1007,63874.0,0.015637146246514737
15438,1007,104196.0,0.015637146246514737
15441,1007,116300.0,0.014698383062415192
15443,1007,126570.0,0.011842738726552969
15430,1007,10882.0,0.007938971910104408
15431,1007,17292.0,0.006264323889365258
15432,1007,31541.0,0.006264323889365258
15433,1007,33785.0,0.006264323889365258
15435,1007,47559.0,0.006264323889365258
15437,1007,101089.0,0.006264323889365258
15442,1007,120887.0,0.006264323889365258
15439,1007,108938.0,-0.0014338504470450682
15447,1008,14395.0,0.020142620560086408
15448,1008,40773.0,0.018486524864759078
15450,1008,105549.0,0.017121400982962127
15451,1008,114284.0,0.01443329686601725
15446,1008,3656.0,0.012919592542820203
15445,1008,3122.0,0.00037036911083067814
15449,1008,89995.0,0.00037036911083067814
15453,1009,74707.0,0.019003201890425196
15452,1009,30522.0,0.010259499723983968
15455,1009,126131.0,0.010259499723983968
15454,1009,92523.0,0.0057793822095188315
15456,1009,135153.0,0.00382264524012255
15457,1012,10335.0,0.04572395733643921
15472,1012,137258.0,0.04572395733643921
15471,1012,129896.0,0.01920769203656432
15462,1012,55598.0,0.0169367196309061
15469,1012,120089.0,0.0169367196309061
15458,1012,17000.0,0.014849576380788678
15460,1012,34734.0,0.013885280915991307
15464,1012,98126.0,0.013885280915991307
15459,1012,18731.0,0.012443745289616687
15461,1012,38437.0,0.011798137665873884
15466,1012,112178.0,0.011798137665873884
15467,1012,115241.0,0.011798137665873884
15465,1012,102756.0,0.0085326894616597
15463,1012,66285.0,0.006261717056001481
15470,1012,120291.0,0.0057793822095188315
15468,1012,116170.0,0.004174573805884058
15474,1013,11948.0,0.02301547126422348
15475,1013,13499.0,0.02301547126422348
15482,1013,57648.0,0.02301547126422348
15484,1013,68282.0,0.02301547126422348
15486,1013,77504.0,0.02301547126422348
15495,1013,100238.0,0.02301547126422348
15498,1013,116211.0,0.02301547126422348
15502,1013,134823.0,0.021294835286681742
15483,1013,61695.0,0.020928328014106056
15492,1013,86704.0,0.020928328014106056
15485,1013,75125.0,0.020027884501606738
15473,1013,4780.0,0.019087531427822796
15476,1013,13674.0,0.019087531427822796
15490,1013,83134.0,0.019087531427822796
15489,1013,81451.0,0.018657355608447838
15481,1013,50215.0,0.018486524864759078
